icb_code,org_code,planning_ref,measure_type,dimension_name,ref_key,latest_position,goal,variance,directionality,rag_status,percent_variance,full_key
QU9,RXQ,E.M.38,Percentage,Mar-24,E.M.38Percentage,55.09678863153184,46,9.096788631531837,over,G,19.77562745985182,E.M.38PercentageRXQ
QXU,RTP,E.M.38,Percentage,Mar-24,E.M.38Percentage,51.91056910569106,46,5.91056910569106,over,G,12.849063273241434,E.M.38PercentageRTP
QRL,RHM,E.M.38,Percentage,Mar-24,E.M.38Percentage,51.82944953037688,46,5.829449530376877,over,G,12.672716370384515,E.M.38PercentageRHM
QRL,R1F,E.M.38,Percentage,Mar-24,E.M.38Percentage,60.76298981529432,46,14.762989815294318,over,G,32.09345612020504,E.M.38PercentageR1F
QNQ,RDU,E.M.38,Percentage,Mar-24,E.M.38Percentage,49.17339845951532,46,3.173398459515319,over,G,6.898692303294171,E.M.38PercentageRDU
QKS,QKS,E.M.38,Percentage,Mar-24,E.M.38Percentage,49.27969079409698,46,3.279690794096979,over,G,7.129762595862997,E.M.38PercentageQKS
QNX,QNX,E.M.38,Percentage,Mar-24,E.M.38Percentage,47.66510747009517,46,1.6651074700951725,over,G,3.6197988480329837,E.M.38PercentageQNX
QU9,QU9,E.M.38,Percentage,Mar-24,E.M.38Percentage,44.88739570631303,46,-1.112604293686971,over,A,-2.4187049862760235,E.M.38PercentageQU9
QRL,QRL,E.M.38,Percentage,Mar-24,E.M.38Percentage,50.344200418516415,46,4.344200418516415,over,G,9.443913953296555,E.M.38PercentageQRL
Y59,Y59,E.M.38,Percentage,Mar-24,E.M.38Percentage,45.73991388721404,46,-0.26008611278596305,over,A,-0.5654045930129631,E.M.38PercentageY59
QU9,RTH,E.M.38,Percentage,Mar-24,E.M.38Percentage,40.769395649821895,46,-5.230604350178105,over,R,-11.370879022126315,E.M.38PercentageRTH
QKS,RWF,E.M.38,Percentage,Mar-24,E.M.38Percentage,49.79341757865248,46,3.7934175786524804,over,G,8.24655995359235,E.M.38PercentageRWF
QKS,RVV,E.M.38,Percentage,Mar-24,E.M.38Percentage,45.16833651607502,46,-0.8316634839249772,over,A,-1.807964095489081,E.M.38PercentageRVV
QNX,RXC,E.M.38,Percentage,Mar-24,E.M.38Percentage,51.44071553365146,46,5.440715533651463,over,G,11.827642464459704,E.M.38PercentageRXC
QKS,RPA,E.M.38,Percentage,Mar-24,E.M.38Percentage,51.04976813816774,46,5.049768138167742,over,G,10.977756822103787,E.M.38PercentageRPA
QU9,RHW,E.M.38,Percentage,Mar-24,E.M.38Percentage,47.89099288648432,46,1.8909928864843195,over,G,4.110854101052869,E.M.38PercentageRHW
QXU,RTK,E.M.38,Percentage,Mar-24,E.M.38Percentage,52.499035121574686,46,6.4990351215746855,over,G,14.128337220814533,E.M.38PercentageRTK
QRL,RN5,E.M.38,Percentage,Mar-24,E.M.38Percentage,45.75215745950384,46,-0.2478425404961584,over,A,-0.5387881315133878,E.M.38PercentageRN5
QNX,RYR,E.M.38,Percentage,Mar-24,E.M.38Percentage,49.69700918746335,46,3.697009187463351,over,G,8.036976494485545,E.M.38PercentageRYR
QRL,RHU,E.M.38,Percentage,Mar-24,E.M.38Percentage,51.12452183089302,46,5.124521830893023,over,G,11.140264849767442,E.M.38PercentageRHU
QKS,RN7,E.M.38,Percentage,Mar-24,E.M.38Percentage,44.767506794237,46,-1.2324932057629994,over,A,-2.6793330560065205,E.M.38PercentageRN7
QXU,QXU,E.M.38,Percentage,Mar-24,E.M.38Percentage,48.821791759333145,46,2.821791759333145,over,G,6.1343299115937935,E.M.38PercentageQXU
QNQ,QNQ,E.M.38,Percentage,Mar-24,E.M.38Percentage,44.96619690973982,46,-1.0338030902601787,over,A,-2.2473980223047363,E.M.38PercentageQNQ
Y59,Y59,AE_attends_op_priority,Percentage,Jul-24,AE_attends_op_priorityPercentage,78.11758122498813,78,0.11758122498812895,over,G,0.15074516024119095,AE_attends_op_priorityPercentageY59
